"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"25399","24",55,43,1,43,"semantics","subject","43",2,1,2,1,"dieR","Agent",2,2,"sham",1,756.2,"correct","noun",1
"25401","24",57,49,2,48,"semantics","object","48",2,1,2,2,"dieR","Patient",2,2,"sham",1,995.4,"correct","noun",1
"25403","24",59,13,2,12,"semantics","object","12",2,1,2,2,"dieR","Agent",2,1,"sham",1,874.1,"incorrect","noun",0
"25405","24",61,27,2,26,"semantics","object","26",2,1,2,2,"dieR","Patient",2,2,"sham",1,1149.2,"correct","noun",1
"25407","24",63,47,1,47,"semantics","subject","47",2,1,2,1,"dieR","Agent",2,2,"sham",1,706.3,"correct","noun",1
"25408","24",64,9,2,8,"semantics","object","8",2,1,2,2,"dieR","Patient",2,2,"sham",1,778.6,"correct","noun",1
"25410","24",66,11,2,10,"semantics","object","10",2,2,2,2,"dieR","Patient",2,2,"sham",1,576,"correct","noun",1
"25411","24",67,24,1,24,"semantics","subject","24",2,2,2,2,"dieR","Agent",2,1,"sham",1,920.3,"correct","noun",1
"25414","24",70,1,1,1,"semantics","subject","1",2,1,2,2,"dieR","Agent",2,1,"sham",1,809.9,"correct","noun",1
"25416","24",72,25,1,25,"semantics","subject","25",2,1,2,1,"dieR","Agent",2,2,"sham",1,628.9,"correct","noun",1
"25418","24",74,51,2,50,"semantics","object","50",2,2,2,2,"dieR","Patient",2,2,"sham",1,934.9,"correct","noun",1
"25420","24",76,45,1,45,"semantics","subject","45",2,2,2,1,"dieR","Patient",2,1,"sham",1,794.5,"incorrect","noun",0
"25421","24",77,53,2,52,"semantics","object","52",2,1,2,1,"dieR","Patient",2,1,"sham",1,592.6,"correct","noun",1
"25423","24",79,45,2,44,"semantics","object","44",2,1,2,2,"dieR","Patient",2,2,"sham",1,1017.9,"correct","noun",1
"25425","24",81,29,2,28,"semantics","object","28",2,2,2,2,"dieR","Patient",2,2,"sham",1,678.1,"correct","noun",1
"25427","24",83,64,1,64,"semantics","subject","64",2,1,2,2,"dieR","Agent",2,1,"sham",1,666.5,"correct","noun",1
"25430","24",86,23,1,23,"semantics","subject","23",2,2,2,1,"dieR","Agent",2,2,"sham",1,1037,"correct","noun",1
"25433","24",89,18,1,18,"semantics","subject","18",2,2,2,2,"dieR","Agent",2,1,"sham",1,772.7,"correct","noun",1
"25436","24",92,46,1,46,"semantics","subject","46",2,2,2,2,"dieL","Agent",1,1,"sham",1,1072.9,"correct","noun",1
"25439","24",95,35,1,35,"semantics","subject","35",2,1,2,2,"dieR","Agent",2,1,"sham",1,648,"correct","noun",1
"25442","24",98,25,2,24,"semantics","object","24",2,2,2,2,"dieL","Patient",1,2,"sham",1,709.5,"correct","noun",1
"25444","24",100,6,2,5,"semantics","object","5",2,2,2,1,"dieL","Patient",1,1,"sham",1,564.6,"correct","noun",1
"25445","24",101,52,1,52,"semantics","subject","52",2,1,2,1,"dieR","Agent",2,2,"sham",1,676.1,"correct","noun",1
"25447","24",103,28,2,27,"semantics","object","27",2,2,2,1,"dieR","Patient",2,1,"sham",1,724.3,"correct","noun",1
"25448","24",104,17,1,17,"semantics","subject","17",2,2,2,1,"dieR","Agent",2,2,"sham",1,716.6,"correct","noun",1
"25450","24",106,34,1,34,"semantics","subject","34",2,1,2,1,"dieR","Agent",2,2,"sham",1,730,"correct","noun",1
"25451","24",107,10,2,9,"semantics","object","9",2,2,2,1,"dieR","Patient",2,1,"sham",1,640.3,"correct","noun",1
"25453","24",109,61,1,61,"semantics","subject","61",2,2,2,2,"dieR","Agent",2,1,"sham",1,955.3,"correct","noun",1
"25454","24",110,21,2,20,"semantics","object","20",2,2,2,2,"dieR","Patient",2,2,"sham",1,900.6,"correct","noun",1
"25456","24",112,7,1,7,"semantics","subject","7",2,1,2,1,"dieR","Agent",2,2,"sham",1,508.1,"correct","noun",1
"25459","24",115,4,2,3,"semantics","object","3",2,2,2,2,"dieR","Patient",2,2,"sham",1,888.6,"correct","noun",1
"25462","24",118,21,1,21,"semantics","subject","21",2,1,2,1,"dieR","Agent",2,2,"sham",1,1019.3,"correct","noun",1
"25465","24",121,24,2,23,"semantics","object","23",2,2,2,1,"dieR","Patient",2,1,"sham",1,867.2,"correct","noun",1
"25467","24",123,26,1,26,"semantics","subject","26",2,1,2,2,"dieR","Agent",2,1,"sham",1,727.2,"correct","noun",1
"25469","24",125,65,2,64,"semantics","object","64",2,1,2,2,"dieL","Patient",1,2,"sham",1,1355.7,"correct","noun",1
"25472","24",128,68,2,67,"semantics","object","67",2,2,2,2,"dieL","Patient",1,2,"sham",1,660.5,"correct","noun",1
"25473","24",129,50,1,50,"semantics","subject","50",2,2,2,2,"dieL","Agent",1,1,"sham",1,1034.7,"correct","noun",1
"25476","24",132,22,1,22,"semantics","subject","22",2,1,2,2,"dieR","Agent",2,1,"sham",1,781.8,"correct","noun",1
"25479","24",135,11,1,11,"semantics","subject","11",2,1,2,1,"dieL","Agent",1,2,"sham",1,744.5,"correct","noun",1
"25481","24",137,32,2,31,"semantics","object","31",2,1,2,1,"dieR","Patient",2,1,"sham",1,623.8,"correct","noun",1
"25483","24",139,48,1,48,"semantics","subject","48",2,1,2,2,"dieR","Agent",2,1,"sham",1,658.1,"correct","noun",1
"25484","24",140,39,2,38,"semantics","object","38",2,2,2,2,"dieL","Patient",1,2,"sham",1,707.3,"correct","noun",1
"25486","24",142,66,1,66,"semantics","subject","66",2,2,2,1,"dieR","Agent",2,2,"sham",1,687.4,"correct","noun",1
"25487","24",143,14,2,13,"semantics","object","13",2,2,2,1,"dieR","Patient",2,1,"sham",1,1183.9,"correct","noun",1
"25489","24",145,22,2,21,"semantics","object","21",2,1,2,1,"dieR","Patient",2,1,"sham",1,1054.7,"correct","noun",1
"25490","24",146,28,1,28,"semantics","subject","28",2,2,2,2,"dieR","Agent",2,1,"sham",1,614.6,"correct","noun",1
"25492","24",148,44,1,44,"semantics","subject","44",2,1,2,2,"dieL","Agent",1,1,"sham",1,971.9,"correct","noun",1
"25494","24",150,17,2,16,"semantics","object","16",2,1,2,2,"dieL","Patient",1,2,"sham",1,685.8,"correct","noun",1
"25495","24",151,20,1,20,"semantics","subject","20",2,2,2,2,"dieL","Agent",1,1,"sham",1,822.8,"correct","noun",1
"25497","24",153,14,1,14,"semantics","subject","14",2,2,2,2,"dieR","Agent",2,1,"sham",1,1218.6,"correct","noun",1
"25498","24",154,5,2,4,"semantics","object","4",2,1,2,2,"dieR","Patient",2,2,"sham",1,686.4,"correct","noun",1
"25501","24",157,31,1,31,"semantics","subject","31",2,1,2,1,"dieR","Agent",2,2,"sham",1,1260.9,"correct","noun",1
"25503","24",159,12,1,12,"semantics","subject","12",2,1,2,2,"dieR","Patient",2,2,"sham",1,1351,"incorrect","noun",0
"25505","24",161,19,1,19,"semantics","subject","19",2,2,2,1,"dieR","Agent",2,2,"sham",1,757.8,"correct","noun",1
"25507","24",163,3,2,2,"semantics","object","2",2,2,2,1,"dieR","Patient",2,1,"sham",1,941.8,"correct","noun",1
"25510","24",166,32,1,32,"semantics","subject","32",2,1,2,2,"dieL","Agent",1,1,"sham",1,655.9,"correct","noun",1
"25513","24",169,50,2,49,"semantics","object","49",2,2,2,1,"dieR","Patient",2,1,"sham",1,1332.1,"correct","noun",1
"25515","24",171,36,2,35,"semantics","object","35",2,1,2,2,"dieR","Patient",2,2,"sham",1,827.5,"correct","noun",1
"25517","24",173,61,2,60,"semantics","object","60",2,1,2,1,"dieL","Patient",1,1,"sham",1,762.3,"correct","noun",1
"25519","24",175,12,2,11,"semantics","object","11",2,1,2,1,"dieR","Patient",2,1,"sham",1,727,"correct","noun",1
"25521","24",177,63,1,63,"semantics","subject","63",2,1,2,1,"dieR","Agent",2,2,"sham",1,1050.4,"correct","noun",1
"25524","24",180,48,2,47,"semantics","object","47",2,1,2,1,"dieR","Patient",2,1,"sham",1,861.5,"correct","noun",1
"25526","24",182,16,2,15,"semantics","object","15",2,1,2,1,"dieL","Patient",1,1,"sham",1,839,"correct","noun",1
"25527","24",183,9,1,9,"semantics","subject","9",2,2,2,1,"dieR","Agent",2,2,"sham",1,673.7,"correct","noun",1
"25529","24",185,62,2,61,"semantics","object","61",2,2,2,2,"dieR","Patient",2,2,"sham",1,661.5,"correct","noun",1
"25530","24",186,5,1,5,"semantics","subject","5",2,2,2,1,"dieR","Patient",2,1,"sham",1,1126.3,"incorrect","noun",0
"25533","24",189,47,2,46,"semantics","object","46",2,2,2,2,"dieR","Patient",2,2,"sham",1,795.5,"correct","noun",1
"25534","24",190,27,1,27,"semantics","subject","27",2,2,2,1,"dieL","Agent",1,2,"sham",1,824.2,"correct","noun",1
"25539","24",3,13,1,13,"semantics","subject","13",2,2,2,2,"dieR","Agent",2,1,"BA45",2,903.5,"correct","noun",1
"25542","24",6,25,2,24,"semantics","object","24",2,1,2,1,"dieR","Patient",2,1,"BA45",2,867.5,"correct","noun",1
"25544","24",8,34,1,34,"semantics","subject","34",2,1,2,2,"dieR","Agent",2,1,"BA45",2,640.5,"correct","noun",1
"25546","24",10,19,2,18,"semantics","object","18",2,1,2,1,"dieR","Patient",2,1,"BA45",2,504.4,"correct","noun",1
"25548","24",12,22,1,22,"semantics","subject","22",2,2,2,1,"dieR","Agent",2,2,"BA45",2,700.1,"correct","noun",1
"25549","24",13,16,2,15,"semantics","object","15",2,1,2,2,"dieR","Patient",2,2,"BA45",2,665,"correct","noun",1
"25552","24",16,37,1,37,"semantics","subject","37",2,2,2,2,"dieR","Agent",2,1,"BA45",2,923.7,"correct","noun",1
"25555","24",19,53,2,52,"semantics","object","52",2,1,2,2,"dieR","Patient",2,2,"BA45",2,619.4,"correct","noun",1
"25556","24",20,46,1,46,"semantics","subject","46",2,1,2,1,"dieL","Agent",1,2,"BA45",2,669.5,"correct","noun",1
"25558","24",22,5,1,5,"semantics","subject","5",2,2,2,2,"dieR","Agent",2,1,"BA45",2,1103.4,"correct","noun",1
"25559","24",23,26,2,25,"semantics","object","25",2,1,2,2,"dieR","Patient",2,2,"BA45",2,864.2,"correct","noun",1
"25561","24",25,2,1,2,"semantics","subject","2",2,2,2,2,"dieR","Agent",2,1,"BA45",2,614.5,"correct","noun",1
"25563","24",27,27,1,27,"semantics","subject","27",2,2,2,2,"dieR","Agent",2,1,"BA45",2,592.9,"correct","noun",1
"25564","24",28,27,2,26,"semantics","object","26",2,2,2,1,"dieR","Patient",2,1,"BA45",2,629.3,"correct","noun",1
"25566","24",30,24,2,23,"semantics","object","23",2,2,2,2,"dieR","Patient",2,2,"BA45",2,801.1,"correct","noun",1
"25567","24",31,49,1,49,"semantics","subject","49",2,2,2,2,"dieR","Agent",2,1,"BA45",2,748.6,"correct","noun",1
"25569","24",33,32,2,31,"semantics","object","31",2,1,2,2,"dieR","Patient",2,2,"BA45",2,794.7,"correct","noun",1
"25570","24",34,11,1,11,"semantics","subject","11",2,1,2,2,"dieR","Patient",2,2,"BA45",2,737.4,"incorrect","noun",0
"25573","24",37,32,1,32,"semantics","subject","32",2,2,2,1,"dieR","Agent",2,2,"BA45",2,694.5,"correct","noun",1
"25574","24",38,67,2,66,"semantics","object","66",2,2,2,2,"dieR","Patient",2,2,"BA45",2,722.4,"correct","noun",1
"25577","24",41,64,1,64,"semantics","subject","64",2,2,2,1,"dieR","Agent",2,2,"BA45",2,715.4,"correct","noun",1
"25579","24",43,10,2,9,"semantics","object","9",2,2,2,2,"dieL","Patient",1,2,"BA45",2,735,"correct","noun",1
"25581","24",45,44,2,43,"semantics","object","43",2,1,2,2,"dieL","Patient",1,2,"BA45",2,648.3,"correct","noun",1
"25583","24",47,11,2,10,"semantics","object","10",2,1,2,1,"dieL","Patient",1,1,"BA45",2,827.8,"correct","noun",1
"25586","24",50,68,2,67,"semantics","object","67",2,1,2,1,"dieL","Patient",1,1,"BA45",2,732.1,"correct","noun",1
"25589","24",53,10,1,10,"semantics","subject","10",2,1,2,1,"dieL","Agent",1,2,"BA45",2,948.3,"correct","noun",1
"25591","24",55,45,2,44,"semantics","object","44",2,2,2,1,"dieL","Patient",1,1,"BA45",2,745.3,"correct","noun",1
"25592","24",56,45,1,45,"semantics","subject","45",2,2,2,2,"dieR","Agent",2,1,"BA45",2,780.8,"correct","noun",1
"25594","24",58,9,1,9,"semantics","subject","9",2,2,2,2,"dieR","Agent",2,1,"BA45",2,1341.2,"correct","noun",1
"25596","24",60,15,1,15,"semantics","subject","15",2,1,2,2,"dieR","Agent",2,1,"BA45",2,540.2,"correct","noun",1
"25598","24",62,3,2,2,"semantics","object","2",2,2,2,2,"dieL","Patient",1,2,"BA45",2,741.7,"correct","noun",1
"25599","24",63,16,1,16,"semantics","subject","16",2,2,2,1,"dieR","Agent",2,2,"BA45",2,705.6,"correct","noun",1
"25601","24",65,61,1,61,"semantics","subject","61",2,1,2,1,"dieR","Agent",2,2,"BA45",2,915.1,"correct","noun",1
"25603","24",67,65,2,64,"semantics","object","64",2,2,2,1,"dieL","Patient",1,1,"BA45",2,933.1,"correct","noun",1
"25605","24",69,48,1,48,"semantics","subject","48",2,2,2,1,"dieL","Agent",1,2,"BA45",2,857.4,"correct","noun",1
"25608","24",72,23,1,23,"semantics","subject","23",2,2,2,2,"dieL","Agent",1,1,"BA45",2,657.2,"correct","noun",1
"25609","24",73,2,2,1,"semantics","object","1",2,2,2,1,"dieL","Patient",1,1,"BA45",2,655.3,"correct","noun",1
"25611","24",75,13,2,12,"semantics","object","12",2,2,2,1,"dieL","Patient",1,1,"BA45",2,1584.5,"correct","noun",1
"25614","24",78,3,1,3,"semantics","subject","3",2,1,2,1,"dieR","Agent",2,2,"BA45",2,760,"correct","noun",1
"25616","24",80,9,2,8,"semantics","object","8",2,2,2,1,"dieR","Patient",2,1,"BA45",2,785.5,"correct","noun",1
"25619","24",83,51,2,50,"semantics","object","50",2,1,2,1,"dieR","Patient",2,1,"BA45",2,1524.5,"correct","noun",1
"25622","24",86,20,1,20,"semantics","subject","20",2,1,2,1,"dieL","Agent",1,2,"BA45",2,810.9,"correct","noun",1
"25624","24",88,35,2,34,"semantics","object","34",2,1,2,2,"dieL","Patient",1,2,"BA45",2,902.3,"correct","noun",1
"25626","24",90,47,1,47,"semantics","subject","47",2,1,2,2,"dieL","Agent",1,1,"BA45",2,974.7,"correct","noun",1
"25627","24",91,36,2,35,"semantics","object","35",2,2,2,1,"dieR","Patient",2,1,"BA45",2,885.2,"correct","noun",1
"25629","24",93,61,2,60,"semantics","object","60",2,1,2,2,"dieL","Patient",1,2,"BA45",2,761.6,"correct","noun",1
"25631","24",95,12,2,11,"semantics","object","11",2,1,2,2,"dieL","Patient",1,2,"BA45",2,663.8,"correct","noun",1
"25632","24",96,24,1,24,"semantics","subject","24",2,1,2,1,"dieR","Agent",2,2,"BA45",2,1311.3,"correct","noun",1
"25634","24",98,28,2,27,"semantics","object","27",2,2,2,2,"dieR","Patient",2,2,"BA45",2,624.3,"correct","noun",1
"25635","24",99,63,1,63,"semantics","subject","63",2,1,2,2,"dieL","Agent",1,1,"BA45",2,924.9,"correct","noun",1
"25638","24",102,14,2,13,"semantics","object","13",2,2,2,2,"dieL","Patient",1,2,"BA45",2,923.4,"correct","noun",1
"25639","24",103,14,1,14,"semantics","subject","14",2,1,2,1,"dieR","Agent",2,2,"BA45",2,1058,"correct","noun",1
"25641","24",105,25,1,25,"semantics","subject","25",2,1,2,2,"dieR","Agent",2,1,"BA45",2,1052,"correct","noun",1
"25642","24",106,62,2,61,"semantics","object","61",2,1,2,1,"dieR","Patient",2,1,"BA45",2,1326.4,"correct","noun",1
"25644","24",108,4,1,4,"semantics","subject","4",2,2,2,1,"dieL","Agent",1,2,"BA45",2,778.6,"correct","noun",1
"25645","24",109,17,2,16,"semantics","object","16",2,2,2,1,"dieL","Patient",1,1,"BA45",2,596,"correct","noun",1
"25648","24",112,46,2,45,"semantics","object","45",2,2,2,2,"dieL","Patient",1,2,"BA45",2,609.9,"correct","noun",1
"25650","24",114,39,2,38,"semantics","object","38",2,1,2,1,"dieL","Patient",1,1,"BA45",2,552,"correct","noun",1
"25653","24",117,18,2,17,"semantics","object","17",2,2,2,2,"dieL","Patient",1,2,"BA45",2,724.5,"correct","noun",1
"25654","24",118,43,1,43,"semantics","subject","43",2,1,2,2,"dieL","Agent",1,1,"BA45",2,604.2,"correct","noun",1
"25656","24",120,35,1,35,"semantics","subject","35",2,2,2,1,"dieR","Agent",2,2,"BA45",2,674.7,"correct","noun",1
"25657","24",121,47,2,46,"semantics","object","46",2,1,2,1,"dieL","Patient",1,1,"BA45",2,1082.9,"correct","noun",1
"25660","24",124,38,2,37,"semantics","object","37",2,2,2,2,"dieL","Patient",1,2,"BA45",2,806.4,"correct","noun",1
"25662","24",126,4,2,3,"semantics","object","3",2,1,2,1,"dieL","Patient",1,1,"BA45",2,604.4,"correct","noun",1
"25665","24",129,21,1,21,"semantics","subject","21",2,1,2,2,"dieL","Agent",1,1,"BA45",2,600.6,"correct","noun",1
"25667","24",131,49,2,48,"semantics","object","48",2,2,2,1,"dieL","Agent",1,2,"BA45",2,991.1,"incorrect","noun",0
"25669","24",133,44,1,44,"semantics","subject","44",2,2,2,1,"dieL","Agent",1,2,"BA45",2,802.2,"correct","noun",1
"25671","24",135,8,2,7,"semantics","object","7",2,1,2,2,"dieL","Agent",1,1,"BA45",2,811.3,"incorrect","noun",0
"25674","24",138,67,1,67,"semantics","subject","67",2,1,2,1,"dieR","Agent",2,2,"BA45",2,718,"correct","noun",1
"25676","24",140,1,1,1,"semantics","subject","1",2,2,2,1,"dieR","Agent",2,2,"BA45",2,753.3,"correct","noun",1
"25678","24",142,28,1,28,"semantics","subject","28",2,1,2,1,"dieL","Agent",1,2,"BA45",2,766.7,"correct","noun",1
"25680","24",144,19,1,19,"semantics","subject","19",2,2,2,2,"dieR","Agent",2,1,"BA45",2,636,"correct","noun",1
"25682","24",146,21,2,20,"semantics","object","20",2,1,2,1,"dieL","Patient",1,1,"BA45",2,534.5,"correct","noun",1
"25684","24",148,52,1,52,"semantics","subject","52",2,1,2,2,"dieR","Agent",2,1,"BA45",2,773.2,"correct","noun",1
"25686","24",150,38,1,38,"semantics","subject","38",2,1,2,1,"dieR","Agent",2,2,"BA45",2,548.3,"correct","noun",1
"25687","24",151,50,2,49,"semantics","object","49",2,2,2,2,"dieL","Patient",1,2,"BA45",2,804.5,"correct","noun",1
"25690","24",154,18,1,18,"semantics","subject","18",2,1,2,1,"dieR","Agent",2,2,"BA45",2,591.4,"correct","noun",1
"25693","24",157,8,1,8,"semantics","subject","8",2,2,2,1,"dieR","Agent",2,2,"BA45",2,786.3,"correct","noun",1
"25695","24",159,6,2,5,"semantics","object","5",2,2,2,2,"dieL","Patient",1,2,"BA45",2,708.7,"correct","noun",1
"25696","24",160,60,1,60,"semantics","subject","60",2,1,2,2,"dieL","Agent",1,1,"BA45",2,832.5,"correct","noun",1
"25698","24",162,20,2,19,"semantics","object","19",2,2,2,2,"dieL","Patient",1,2,"BA45",2,639.7,"correct","noun",1
"25700","24",164,5,2,4,"semantics","object","4",2,2,2,1,"dieL","Patient",1,1,"BA45",2,548.7,"correct","noun",1
"25701","24",165,17,1,17,"semantics","subject","17",2,2,2,2,"dieL","Agent",1,1,"BA45",2,561.7,"correct","noun",1
"25704","24",168,7,1,7,"semantics","subject","7",2,1,2,2,"dieL","Agent",1,1,"BA45",2,648.8,"correct","noun",1
"25706","24",170,33,2,32,"semantics","object","32",2,2,2,1,"dieR","Patient",2,1,"BA45",2,517.1,"correct","noun",1
"25708","24",172,66,1,66,"semantics","subject","66",2,2,2,2,"dieL","Agent",1,1,"BA45",2,487.9,"correct","noun",1
"25711","24",175,31,1,31,"semantics","subject","31",2,1,2,2,"dieL","Agent",1,1,"BA45",2,521.9,"correct","noun",1
"25712","24",176,64,2,63,"semantics","object","63",2,1,2,2,"dieL","Patient",1,2,"BA45",2,678.4,"correct","noun",1
"25715","24",179,50,1,50,"semantics","subject","50",2,1,2,1,"dieL","Agent",1,2,"BA45",2,775,"correct","noun",1
"25717","24",181,12,1,12,"semantics","subject","12",2,2,2,1,"dieL","Patient",1,1,"BA45",2,743.2,"incorrect","noun",0
"25719","24",183,15,2,14,"semantics","object","14",2,1,2,1,"dieL","Patient",1,1,"BA45",2,1054.1,"correct","noun",1
"25720","24",184,26,1,26,"semantics","subject","26",2,2,2,1,"dieL","Agent",1,2,"BA45",2,916.6,"correct","noun",1
"25722","24",186,22,2,21,"semantics","object","21",2,1,2,2,"dieR","Patient",2,2,"BA45",2,873.7,"correct","noun",1
"25724","24",188,23,2,22,"semantics","object","22",2,2,2,1,"dieL","Agent",1,2,"BA45",2,711.4,"incorrect","noun",0
"25726","24",190,48,2,47,"semantics","object","47",2,1,2,2,"dieR","Patient",2,2,"BA45",2,701.4,"correct","noun",1
"25728","24",192,29,2,28,"semantics","object","28",2,1,2,1,"dieL","Patient",1,1,"BA45",2,884.3,"correct","noun",1
"25730","24",2,38,2,37,"semantics","object","37",2,1,2,1,"dieL","Patient",1,1,"BA44",3,560.6,"correct","noun",1
"25731","24",3,67,1,67,"semantics","subject","67",2,1,2,2,"dieR","Agent",2,1,"BA44",3,750.4,"correct","noun",1
"25734","24",6,20,1,20,"semantics","subject","20",2,1,2,2,"dieR","Patient",2,2,"BA44",3,1252.5,"incorrect","noun",0
"25735","24",7,49,2,48,"semantics","object","48",2,2,2,2,"dieR","Patient",2,2,"BA44",3,680.5,"correct","noun",1
"25737","24",9,39,2,38,"semantics","object","38",2,1,2,2,"dieR","Patient",2,2,"BA44",3,636.2,"correct","noun",1
"25738","24",10,19,1,19,"semantics","subject","19",2,1,2,1,"dieR","Agent",2,2,"BA44",3,538.9,"correct","noun",1
"25741","24",13,44,1,44,"semantics","subject","44",2,2,2,2,"dieR","Agent",2,1,"BA44",3,524.1,"correct","noun",1
"25742","24",14,44,2,43,"semantics","object","43",2,2,2,1,"dieR","Patient",2,1,"BA44",3,641,"correct","noun",1
"25745","24",17,35,1,35,"semantics","subject","35",2,2,2,2,"dieR","Agent",2,1,"BA44",3,558.9,"correct","noun",1
"25747","24",19,16,2,15,"semantics","object","15",2,2,2,1,"dieR","Patient",2,1,"BA44",3,528,"correct","noun",1
"25749","24",21,60,1,60,"semantics","subject","60",2,2,2,1,"dieL","Agent",1,2,"BA44",3,560.6,"correct","noun",1
"25752","24",24,66,1,66,"semantics","subject","66",2,1,2,1,"dieR","Agent",2,2,"BA44",3,605.5,"correct","noun",1
"25754","24",26,32,1,32,"semantics","subject","32",2,2,2,2,"dieR","Agent",2,1,"BA44",3,733.7,"correct","noun",1
"25755","24",27,5,2,4,"semantics","object","4",2,2,2,2,"dieL","Patient",1,2,"BA44",3,915.2,"correct","noun",1
"25757","24",29,13,2,12,"semantics","object","12",2,2,2,2,"dieR","Agent",2,1,"BA44",3,527.6,"incorrect","noun",0
"25759","24",31,51,2,50,"semantics","object","50",2,1,2,2,"dieR","Patient",2,2,"BA44",3,842.7,"correct","noun",1
"25762","24",34,65,2,64,"semantics","object","64",2,2,2,2,"dieR","Patient",2,2,"BA44",3,507.3,"correct","noun",1
"25763","24",35,47,1,47,"semantics","subject","47",2,2,2,1,"dieL","Agent",1,2,"BA44",3,601.5,"correct","noun",1
"25766","24",38,7,1,7,"semantics","subject","7",2,2,2,1,"dieL","Agent",1,2,"BA44",3,583.1,"correct","noun",1
"25768","24",40,46,1,46,"semantics","subject","46",2,1,2,2,"dieR","Agent",2,1,"BA44",3,674.1,"correct","noun",1
"25770","24",42,12,2,11,"semantics","object","11",2,2,2,1,"dieL","Patient",1,1,"BA44",3,776.5,"correct","noun",1
